PacelClean,Parcel,Address,Date posted,New,Municipality,Cleveland Ward,Bldgs,Status
10923069,109-23-069,1191 E 112th St,43454,,Cleveland,9,0,Vacant lot
11027027,110-27-027,1166 E 125th St,43454,,Cleveland,9,1,Unavailable - Demo under contract
12512094,125-12-094,6521 Percy Ave,43454,,Cleveland,5,1,Sched for demolition
12807009,128-07-009,10700 Shale Ave,43454,,Cleveland,6,0,Vacant lot
13215158,132-15-158,6807 Fullerton Ave,43454,,Cleveland,12,1,Sched for demolition
13508082,135-08-082,3579 E 105th St,43454,,Cleveland,2,1,Sched for demolition
13511038,135-11-038,3529 E 114th St,43454,,Cleveland,2,0,Pending transfer
13511074,135-11-074,3530 E 113th St,43454,,Cleveland,2,1,Sched for demolition
13617009,136-17-009,10906 Harvard Ave,43454,,Cleveland,2,1,Sched for demolition
13720083,137-20-083,11716 Angelus Ave,43454,,Cleveland,2,0,Pending transfer
13804125,138-04-125,12808 Watterson Ave,43454,,Cleveland,2,1,Sched for demolition
13820093,138-20-093,4328 E 142nd St,43454,,Cleveland,1,0,Vacant lot
13916041,139-16-041,3963 E 153rd St,43454,,Cleveland,1,1,Sched for demolition
14227096,142-27-096,15215 Lincoln Ave,43454,,Cleveland,1,1,Pending transfer
54122027,541-22-027,9413 Plymouth Ave,43454,,Garfield Heights,,1,Pending transfer
67119064,671-19-064,13920 Elm Ave,43454,,East Cleveland,,1,Sched for demolition
67121066,671-21-066,1338 Hampton Rd,43454,,East Cleveland,,1,Sched for demolition
67122010,671-22-010,1321 Shawview Ave,43454,,East Cleveland,,1,Pending transfer
67204004,672-04-004,1187 E 125th St,43454,,East Cleveland,,0,Vacant lot
67204176,672-04-176,1218 Carlyon Rd,43454,,East Cleveland,,0,Pending transfer
67215120,672-15-120,1903 Farmington Rd,43454,,East Cleveland,,0,Pending transfer
10530112,105-30-112,958 E 77th St,43453,,Cleveland,9,1,Sched for demolition
10611068,106-11-068,7412 Melrose Ave,43453,,Cleveland,7,1,Unavailable - Demo under contract
10708099,107-08-099,1256 E 80th St,43453,,Cleveland,7,0,Vacant lot
10814102,108-14-102,10800 Navarre Ct,43453,,Cleveland,10,1,Sched for demolition
10815009,108-15-009,512 E 108th St,43453,,Cleveland,10,1,Sched for demolition
11007082,110-07-082,682 E 125th St,43453,,Cleveland,10,1,Sched for demolition
12711020,127-11-020,9021 Easton Ave,43453,,Cleveland,6,1,Sched for demolition
12814041,128-14-041,10513 Lamontier Ave,43453,,Cleveland,4,0,Vacant lot
12816029,128-16-029,9511 Dickens Ave,43453,,Cleveland,4,0,Vacant lot
12817005,128-17-005,9620 Parkview Ave,43453,,Cleveland,4,0,Vacant lot
12822002,128-22-002,3111 E 99th St,43453,,Cleveland,4,0,Vacant lot
13004012,130-04-012,3325 E 119th St,43453,,Cleveland,4,1,Sched for demolition
13917069,139-17-069,3872 E 154th St,43453,,Cleveland,1,1,Pending transfer
00620134,006-20-134,2078 W 44th St,43451,,Cleveland,3,0,Pending transfer
02003053,020-03-053,13105 Wainfleet Ave,43451,,Cleveland,16,1,Pending transfer
12525055,125-25-055,3246 E 57th St,43451,,Cleveland,5,1,Sched for demolition
12929016,129-29-016,12908 Parkhill Ave,43451,,Cleveland,4,0,Vacant lot
10623096,106-23-096,1636 E 85th St,43450,,Cleveland,7,1,Unavailable - Demo under contract
11513110,115-13-110,1053 E 146th St,43450,,Cleveland,10,1,Pending transfer
00607039,006-07-039,7504 Colgate Ave,43448,,Cleveland,15,1,"For sale (List Price: $10,500) (Renovation Work Required)"
01615074,016-15-074,3505 W 60th St,43448,,Cleveland,14,1,Sched for demolition
10917066,109-17-066,10933 Tacoma Ave,43448,,Cleveland,,0,Vacant lot
13017121,130-17-121,3356 E 149th St,43448,,Cleveland,1,1,Pending transfer
13134084,131-34-084,3601 E 53rd St,43448,,Cleveland,12,1,Sched for demolition
13135136,131-35-136,3715 E 53rd St,43448,,Cleveland,12,1,Sched for demolition
13413074,134-13-074,7714 Dorver Ave,43448,,Cleveland,2,0,Vacant lot
13414025,134-14-025,8118 Beman Ave,43448,,Cleveland,2,0,Vacant lot
13513087,135-13-087,3642 E 114th St,43448,,Cleveland,2,1,Sched for demolition
13520064,135-20-064,11206 Greenwich Ave,43448,,Cleveland,2,1,Unavailable - Demo under contract
13702056,137-02-056,12401 Benham Ave,43448,,Cleveland,4,1,Unavailable - Demo under contract
13719054,137-19-054,13605 Coath Ave,43448,,Cleveland,2,1,Pending transfer
13722003,137-22-003,3829 E 123rd St,43448,,Cleveland,2,1,Sched for demolition
13722045,137-22-045,12314 Lenacrave Ave,43448,,Cleveland,2,1,Sched for demolition
13725135,137-25-135,13606 Southview Ave,43448,,Cleveland,2,1,Sched for demolition
13903064,139-03-064,3833 E 142nd St,43448,,Cleveland,2,1,Sched for demolition
13903075,139-03-075,3794 E 143rd St,43448,,Cleveland,2,1,Sched for demolition
67226063,672-26-063,1525 Coventry Rd,43448,,East Cleveland,,1,Pending transfer
68702098,687-02-098,3263 East Yorkshire Rd,43448,,Cleveland Heights,,1,Pending transfer
14214026,142-14-026,4433 E 158th St,43447,,Cleveland,1,1,Pending transfer
10807019,108-07-019,767 E 93rd St,43446,,Cleveland,10,1,Sched for demolition
10903120,109-03-120,9917 Adams Ave,43446,,Cleveland,9,0,Vacant lot
10911105,109-11-105,10206 Hampden Ave,43446,,Cleveland,9,1,Sched for demolition
10912051,109-12-051,10613 Greenlawn Ave,43446,,Cleveland,9,0,Vacant lot
11527151,115-27-151,15924 Kipling Ave,43446,,Cleveland,8,1,Unavailable - Demo under contract
11630034,116-30-034,1581 Larchmont Rd,43446,,Cleveland,10,1,Unavailable - Demo under contract
12331152,123-31-152,4928 Anson Ave,43446,,Cleveland,5,1,Sched for demolition
12916013,129-16-013,2811 E 124th St,43446,,Cleveland,6,0,Vacant lot
13702114,137-02-114,3591 E 120th St,43446,,Cleveland,4,1,Unavailable - Demo under contract
13515006,135-15-006,11222 Clarebird Ave,43445,,Cleveland,2,0,Pending transfer
10806068,108-06-068,751 E 91st St,43442,,Cleveland,10,1,Sched for demolition
00606055,006-06-055,7746 Lorain Ave,43440,,Cleveland,15,0,Pending transfer
10710025,107-10-025,1270 E 89th St,43440,,Cleveland,7,0,Vacant lot
11527061,115-27-061,928 Alhambra Rd,43440,,Cleveland,8,1,Unavailable - Demo under contract
12532003,125-32-003,3383 E 65th St,43440,,Cleveland,6,1,Sched for demolition
13020070,130-20-070,3440 E 119th St,43440,,Cleveland,2,1,Sched for demolition
13504049,135-04-049,9411 Dunlap Ave,43440,,Cleveland,2,1,Sched for demolition
13507123,135-07-123,3533 E 106th St,43440,,Cleveland,2,0,Vacant lot
13508073,135-08-073,3611 E 105th St,43440,,Cleveland,2,0,Vacant lot
13521085,135-21-085,11214 Revere Ave,43440,,Cleveland,2,1,Unavailable - Demo under contract
68714040,687-14-040,3528 Meadowbrook Blvd,43440,,Cleveland Heights,,1,Pending transfer
10811100,108-11-100,10307 Marlowe Ave,43439,,Cleveland,9,1,Pending transfer
13225039,132-25-039,6928 Park Ave,43439,,Cleveland,12,1,Sched for demolition
10527036,105-27-036,1066 E 74th St,43438,,Cleveland,10,1,Sched for demolition
10705106,107-05-106,8022 Simon Ave,43438,,Cleveland,9,1,Unavailable - Demo under contract
10708046,107-08-046,1260 E 81st St,43438,,Cleveland,7,0,Vacant lot
10913003,109-13-003,10722 Earle Ave,43438,,Cleveland,9,0,Vacant lot
10914062,109-14-062,10714 Massie Ave,43438,,Cleveland,9,0,Vacant lot
10915014,109-15-014,10812 Amor Ave,43438,,Cleveland,9,1,Unavailable - Demo under contract
11021130,110-21-130,11522 Durant Ave,43438,,Cleveland,9,1,Sched for demolition
11106065,111-06-065,466 E 117th St,43438,,Cleveland,10,0,Vacant lot
11710025,117-10-025,1700 Catalpa Rd,43438,,Cleveland,10,1,Unavailable - Demo under contract
11715136,117-15-136,1958 Hilton Rd,43438,,Cleveland,10,1,Unavailable - Demo under contract
12818081,128-18-081,10108 Manor Ave,43438,,Cleveland,4,0,Vacant lot
13703022,137-03-022,12717 Oakfield Ave,43438,,Cleveland,4,1,Unavailable - Demo under contract
13713063,137-13-063,3663 E 139th St,43438,,Cleveland,2,1,Sched for demolition
13902004,139-02-004,3635 E 140th St,43438,,Cleveland,2,0,Vacant lot
13907022,139-07-022,14615 Glendale Ave,43438,,Cleveland,2,1,Sched for demolition
67109021,671-09-021,1627 Elsinore St,43438,,East Cleveland,,0,Vacant lot
01506069,015-06-069,4240 Woodbridge Ave,43437,,Cleveland,14,1,Pending transfer
01612128,016-12-128,4563 Sackett Ave,43437,,Cleveland,14,1,Pending transfer
10621002,106-21-002,1527 Addison Rd,43437,,Cleveland,7,1,Unavailable - Demo under contract
10712101,107-12-101,1341 E 93rd St,43437,,Cleveland,7,1,Unavailable - Demo under contract
13120076,131-20-076,3460 E 52nd St,43437,,Cleveland,5,0,Vacant lot
13715058,137-15-058,12317 Gay Ave,43437,,Cleveland,4,1,Sched for demolition
13805102,138-05-102,13200 Benwood Ave,43437,,Cleveland,2,1,Sched for demolition
13423007,134-23-007,8106 Jeffries Ave,43434,,Cleveland,2,1,Pending transfer
13717078,137-17-078,12708 Gay Ave,43434,,Cleveland,4,1,Sched for demolition
78301065,783-01-065,5477 Thomas St (parcel 1 Of 2),43434,,Maple Heights,,0,Pending transfer
78409064,784-09-064,16402 Home St,43434,,Maple Heights,,0,Vacant lot
11223031,112-23-031,14311 Darwin Ave,43433,,Cleveland,,0,Vacant lot
14004044,140-04-044,15905 Invermere Ave,43433,,Cleveland,1,1,Pending transfer
67104039,671-04-039,1542 E 133rd St,43433,,East Cleveland,,1,Unavailable - Demo under contract
71117044,711-17-044,1452 Grenleigh Rd,43433,,Lyndhurst,,1,Under renovation
00728075,007-28-075,4147 Newark Ave (fr & Rear),43432,,Cleveland,3,1,Pending transfer
10914084,109-14-084,10615 Massie Ave,43432,,Cleveland,9,0,Vacant lot
10923099,109-23-099,1219 E 111th St,43432,,Cleveland,9,0,Vacant lot
10923106,109-23-106,1193 E 111th St,43432,,Cleveland,9,0,Vacant lot
11023012,110-23-012,933 Parkway Dr,43432,,Cleveland,9,1,Unavailable - Demo under contract
11517023,115-17-023,1161 E 148th St,43432,,Cleveland,10,1,Sched for demolition
64112053,641-12-053,19651 Naumann Ave,43432,,Euclid,,1,Pending transfer
67207107,672-07-107,1761 Elberon Ave (row House),43432,,East Cleveland,,1,Pending transfer
12930075,129-30-075,13310 Lorenzo Ave,43430,,Cleveland,4,0,Vacant lot
13015047,130-15-047,3297 E 143rd St,43430,,Cleveland,1,1,Unavailable - Demo under contract
67111143,671-11-143,14712 Strathmore Ave,43430,,East Cleveland,,1,Sched for demolition
67111164,671-11-164,14408-10 Strathmore Ave,43430,,East Cleveland,,1,Sched for demolition
67320017,673-20-017,1947 Taylor Rd,43430,,East Cleveland,,1,Sched for demolition
71115046,711-15-046,5004 Oakland Dr,43430,,Lyndhurst,,1,Pending transfer
01507066,015-07-066,3924 Trowbridge Ave,43429,,Cleveland,14,1,"For sale (List Price: $30,000) (Renovation Work Required)"
12813087,128-13-087,9802 Sophia Ave,43429,,Cleveland,4,0,Vacant lot
10522103,105-22-103,6620 Bonna Ave,43425,,Cleveland,7,0,Pending transfer
10524040,105-24-040,1094 E 68th St,43425,,Cleveland,7,0,Pending transfer
10530146,105-30-146,980 E 76th St,43425,,Cleveland,10,0,Vacant lot
10532154,105-32-154,1133 E 78th St,43425,,Cleveland,9,1,Sched for demolition
11015119,110-15-119,12817 Arlington Ave,43425,,Cleveland,10,0,Pending transfer
11029098,110-29-098,1259 E 124th St,43425,,Cleveland,9,0,Vacant lot
12005112,120-05-112,1353 E 120th St,43425,,Cleveland,9,0,Pending transfer
12718029,127-18-029,3282 E 104th St,43425,,Cleveland,4,1,Sched for demolition
12924079,129-24-079,3061 E 123rd St,43425,,Cleveland,4,0,Vacant lot
12929147,129-29-147,12807 Imperial Ave,43425,,Cleveland,4,0,Vacant lot
13015066,130-15-066,3258 E 143rd St,43425,,Cleveland,1,1,Pending transfer
13908014,139-08-014,3795 E 144th St,43425,,Cleveland,2,1,Sched for demolition
67110007,671-10-007,14200 Shaw Ave,43425,,East Cleveland,,1,Sched for demolition
67118139,671-18-139,1265 E 142nd St,43425,,East Cleveland,,0,Pending transfer
67202050,672-02-050,1040 Carlyon Rd,43425,,East Cleveland,,1,Sched for demolition
67203036,672-03-036,1107 Eddy Rd,43425,,East Cleveland,,1,Sched for demolition
67207025,672-07-025,12777 Euclid Avenue,43425,,East Cleveland,,0,Pending transfer
78115076,781-15-076,5574 Dalewood Ave,43425,,Maple Heights,,0,Pending transfer
78411068,784-11-068,5754 Longwood Ave,43425,,Maple Heights,,0,Vacant lot
12821013,128-21-013,3109 E 97th St,43423,,Cleveland,4,0,Vacant lot
64222028,642-22-028,20371 Wilmore Ave,43420,,Euclid,,1,For sale (List Price: *Veterans*) (Renovation Work Required)
13134032,131-34-032,3630 E 55th St,43419,,Cleveland,12,0,Vacant lot
13210084,132-10-084,3844 E 54th St,43419,,Cleveland,12,1,Unavailable - Demo under contract
13518003,135-18-003,10012 Sandusky Ave,43419,,Cleveland,2,0,Pending transfer
12727062,127-27-062,3386 E 116th St,43418,,Cleveland,4,1,Unavailable - Demo under contract
13004095,130-04-095,3284 E 123rd St,43418,,Cleveland,4,0,Vacant lot
13133023,131-33-023,3610 E 48th St,43418,,Cleveland,12,0,Vacant lot
13225045,132-25-045,6908 Park Ave,43418,,Cleveland,12,0,Pending transfer
14107116,141-07-116,4260 E 162nd St,43418,,Cleveland,1,1,Pending transfer
68313058,683-13-058,3813 Bainbridge Rd,43418,,Cleveland Heights,,1,Pending transfer
78215085,782-15-085,20814 Hansen Rd,43418,,Maple Heights,,0,Pending transfer
11713112,117-13-112,1814 Haldane Rd,43417,,Cleveland,10,0,Vacant lot
12926040,129-26-040,11618 Soika Ave,43416,,Cleveland,4,1,Unavailable - Demo under contract
13128032,131-28-032,4080 Beyerle Rd,43416,,Cleveland,12,1,Pending transfer
13307035,133-07-035,3584 E 82nd St,43416,,Cleveland,6,1,Unavailable - Demo under contract
13504044,135-04-044,9313 Dunlap Ave,43416,,Cleveland,2,1,Sched for demolition
13615092,136-15-092,4130 E 100th St,43416,,Cleveland,2,1,Sched for demolition
10802076,108-02-076,710 E 92nd St,43413,,Cleveland,10,1,Sched for demolition
10804050,108-04-050,668 E 96th St,43413,,Cleveland,10,1,Sched for demolition
10808063,108-08-063,543 E 101st St,43413,,Cleveland,10,0,Vacant lot
10916090,109-16-090,10619 Hampden Ave,43413,,Cleveland,9,0,Vacant lot
10924076,109-24-076,1244 E 112th St,43413,,Cleveland,9,0,Vacant lot
11128078,111-28-078,14607 Woodworth Ave,43413,,Cleveland,10,1,Sched for demolition
12724065,127-24-065,3398 E 105th St,43413,,Cleveland,6,1,Unavailable - Demo under contract
00806046,008-06-046,3131 W 18 St,43411,,Cleveland,14,1,Pending transfer
01615010,016-15-010,6104 Denison Ave,43411,,Cleveland,14,0,Sched for demolition
02009165,020-09-165,,43411,,Cleveland,16,0,Pending transfer
10228161,102-28-161,1571 E 32nd St,43411,,Cleveland,7,1,Sched for demolition
10527058,105-27-058,1027 E 72nd St,43411,,Cleveland,10,0,Vacant lot
10528111,105-28-111,1142 E 72nd St,43411,,Cleveland,10,0,Vacant lot
10532178,105-32-178,1126 E 79th St,43411,,Cleveland,9,0,Vacant lot
10808034,108-08-034,9916 Colonial Ave,43411,,Cleveland,10,1,Sched for demolition
10811111,108-11-111,10403 Colonial Ave,43411,,Cleveland,9,1,Unavailable - Demo under contract
10909166,109-09-166,10312 Somerset Ave,43411,,Cleveland,9,1,Sched for demolition
10913001,109-13-001,10714 Earle Ave,43411,,Cleveland,9,0,Vacant lot
11011024,110-11-024,902 Eddy Rd,43411,,Cleveland,10,1,Sched for demolition
11011072,110-11-072,868 Paxton Rd,43411,,Cleveland,10,0,Vacant lot
11019024,110-19-024,11415 Durant Ave,43411,,Cleveland,9,1,Sched for demolition
11110055,111-10-055,479 E 124th St,43411,,Cleveland,8,1,Sched for demolition
11123014,111-23-014,13429 Woodworth Ave,43411,,Cleveland,10,0,Vacant lot
11514050,115-14-050,1107 E 146th St,43411,,Cleveland,10,1,Sched for demolition
11625053,116-25-053,1422 E 173rd St,43411,,Cleveland,10,1,Pending transfer
13003155,130-03-155,3175 E 119th St,43411,,Cleveland,4,0,Sched for demolition
13015090,130-15-090,3279 E 142nd St,43411,,Cleveland,1,0,Vacant lot
13208179,132-08-179,3666 E 61st St ( Fr & Rear),43411,,Cleveland,12,2,Unavailable - Demo under contract
13318052,133-18-052,7437 Harvard Ave (garage),43411,,Cleveland,12,0,Pending transfer
13902141,139-02-141,3681 E 143rd St,43411,,Cleveland,2,1,Sched for demolition
67101131,671-01-131,1269 E 135th St,43411,,East Cleveland,,1,Pending transfer
67203018,672-03-018,1228 Eddy Rd,43411,,East Cleveland,,1,Sched for demolition
67214081,672-14-081,1890 Brightwood St,43411,,East Cleveland,,0,Pending transfer
68726050,687-26-050,2573 Canterbury Rd,43411,,Cleveland Heights,,1,Pending transfer
00201041,002-01-041,1342 W 80th St,43406,,Cleveland,15,0,Pending transfer
00610048,006-10-048,7119 Elton Ave,43406,,Cleveland,15,0,Pending transfer
00728102,007-28-102,3139 W 43rd St,43406,,Cleveland,3,1,Sched for demolition
00733080,007-33-080,3157 W 30th St (rear),43406,,Cleveland,14,0,Sched for demolition
00902106,009-02-106,3922 W 22nd St,43406,,Cleveland,12,1,Sched for demolition
02015148,020-15-148,12812 Sprecher Ave,43406,,Cleveland,16,1,Pending transfer
10712032,107-12-032,1384 E 92nd St,43406,,Cleveland,7,0,Vacant lot
10715066,107-15-066,1376 E 86th St,43406,,Cleveland,7,0,Vacant lot
10824038,108-24-038,831 E 100th St,43406,,Cleveland,9,0,Vacant lot
11027070,110-27-070,12417 Phillips Ave,43406,,Cleveland,9,1,Sched for demolition
11226003,112-26-003,14500 Darwin Ave,43406,,Cleveland,8,0,Pending transfer
11327161,113-27-161,1216 E 176th St,43406,,Cleveland,8,1,Sched for demolition
11502030,115-02-030,867 E 143rd St,43406,,Cleveland,10,1,Sched for demolition
11708137,117-08-137,1655 Cliffview Rd,43406,,Cleveland,10,1,Unavailable - Demo under contract
12526108,125-26-108,5734 Portage Ave (fr & Rear),43406,,Cleveland,5,0,Vacant lot
12526126,125-26-126,5771 Portage Ave (fr & Rear),43406,,Cleveland,5,0,Vacant lot
12923160,129-23-160,12023 Parkview Ave,43406,,Cleveland,4,0,Vacant lot
12928083,129-28-083,12514 Imperial Ave,43406,,Cleveland,4,0,Vacant lot
13127016,131-27-016,3493 Independence Rd,43406,,Cleveland,12,0,Vacant lot
13201105,132-01-105,3602 E 61st St,43406,,Cleveland,12,0,Pending transfer
13206045,132-06-045,6615 Chambers Ave,43406,,Cleveland,12,0,Vacant lot
13212021,132-12-021,6011 Fullerton Ave,43406,,Cleveland,12,1,Sched for demolition
13215003,132-15-003,6720 Fleet Ave,43406,,Cleveland,12,0,Vacant lot
13224099,132-24-099,4085 E 64th St,43406,,Cleveland,12,0,Pending transfer
13329050,133-29-050,9119 Cannon Ave,43406,,Cleveland,2,0,Vacant lot
13402048,134-02-048,4147 E 74th St,43406,,Cleveland,12,0,Vacant lot
13414049,134-14-049,8126 Dorver Ave,43406,,Cleveland,2,0,Vacant lot
13418071,134-18-071,7627 Connecticut Ave,43406,,Cleveland,2,1,Unavailable - Demo under contract
13421063,134-21-063,8806 Macomb Ave,43406,,Cleveland,2,1,Sched for demolition
13503125,135-03-125,10107 Benham Ave,43406,,Cleveland,6,1,Sched for demolition
13603075,136-03-075,10320 Nelson Ave,43406,,Cleveland,2,1,Sched for demolition
13604005,136-04-005,10514 Prince Ave,43406,,Cleveland,2,1,Sched for demolition
13612001,136-12-001,11224 Avon Ave,43406,,Cleveland,2,1,Sched for demolition
13616004,136-16-004,10304 Harvard Ave,43406,,Cleveland,2,1,Sched for demolition
13706075,137-06-075,3570 E 139th St,43406,,Cleveland,4,1,Unavailable - Demo under contract
13707037,137-07-037,3575 E 117th St,43406,,Cleveland,2,0,Vacant lot
